8 	 42
8 	 43
8 	 44
9 	 41
9 	 42
9 	 44
9 	 45
9 	 50
9 	 51
9 	 52
10 	 35
10 	 36
10 	 37
10 	 38
10 	 39
10 	 40
10 	 41
10 	 45
10 	 49
10 	 50
10 	 51
10 	 52
10 	 53
10 	 54
10 	 56
11 	 31
11 	 32
11 	 33
11 	 34
11 	 35
11 	 36
11 	 37
11 	 38
11 	 39
11 	 40
11 	 45
11 	 46
11 	 47
11 	 48
11 	 49
11 	 50
11 	 52
11 	 53
11 	 54
11 	 55
11 	 56
11 	 57
11 	 58
12 	 29
12 	 30
12 	 31
12 	 32
12 	 33
12 	 34
12 	 35
12 	 46
12 	 47
12 	 48
12 	 55
12 	 56
12 	 57
12 	 58
13 	 28
13 	 29
13 	 30
13 	 31
13 	 58
13 	 59
13 	 62
14 	 27
14 	 28
14 	 29
14 	 61
15 	 25
15 	 26
15 	 27
15 	 28
16 	 6
16 	 7
16 	 8
16 	 9
16 	 10
16 	 11
16 	 12
16 	 13
16 	 14
16 	 20
16 	 21
16 	 22
16 	 23
16 	 24
16 	 25
16 	 26
17 	 3
17 	 4
17 	 5
17 	 6
17 	 7
17 	 8
17 	 9
17 	 10
17 	 11
17 	 12
17 	 13
17 	 14
17 	 15
17 	 16
17 	 17
17 	 18
17 	 19
17 	 20
17 	 21
17 	 22
17 	 23
18 	 2
18 	 3
18 	 4
18 	 14
18 	 15
18 	 16
18 	 17
18 	 18
18 	 19
18 	 20
37 	 16
38 	 3
38 	 4
38 	 5
38 	 6
39 	 0
39 	 1
39 	 2
39 	 3
39 	 14
39 	 15
39 	 16
39 	 17
39 	 18
39 	 19
39 	 20
39 	 21
39 	 22
39 	 23
39 	 24
40 	 1
40 	 2
40 	 3
40 	 4
40 	 5
40 	 6
40 	 7
40 	 8
40 	 9
40 	 10
40 	 11
40 	 12
40 	 13
40 	 14
40 	 15
40 	 16
40 	 17
40 	 18
40 	 19
40 	 20
40 	 21
40 	 22
40 	 23
40 	 24
40 	 25
40 	 26
40 	 27
40 	 28
41 	 4
41 	 5
41 	 6
41 	 7
41 	 8
41 	 9
41 	 10
41 	 11
41 	 12
41 	 13
41 	 14
41 	 15
41 	 26
41 	 27
41 	 28
41 	 29
41 	 30
41 	 31
42 	 28
42 	 29
42 	 30
42 	 31
42 	 32
43 	 30
43 	 31
43 	 32
43 	 33
43 	 34
43 	 56
43 	 57
43 	 58
43 	 59
44 	 31
44 	 32
44 	 33
44 	 34
44 	 35
44 	 36
44 	 37
44 	 38
44 	 39
44 	 42
44 	 43
44 	 44
44 	 45
44 	 55
44 	 56
44 	 57
44 	 58
44 	 59
44 	 60
44 	 61
45 	 33
45 	 34
45 	 35
45 	 36
45 	 37
45 	 38
45 	 39
45 	 40
45 	 41
45 	 42
45 	 43
45 	 44
45 	 45
45 	 47
45 	 48
45 	 49
45 	 50
45 	 51
45 	 52
45 	 55
45 	 56
45 	 57
45 	 59
45 	 60
45 	 61
45 	 62
46 	 38
46 	 39
46 	 40
46 	 41
46 	 42
46 	 43
46 	 44
46 	 45
46 	 46
46 	 47
46 	 48
46 	 49
46 	 50
46 	 51
46 	 52
46 	 53
46 	 54
46 	 55
46 	 56
46 	 61
46 	 62
46 	 63
46 	 65
46 	 66
47 	 41
47 	 44
47 	 45
47 	 46
47 	 47
47 	 48
47 	 49
47 	 50
47 	 51
47 	 52
47 	 53
47 	 54
47 	 55
47 	 56
47 	 62
47 	 63
47 	 64
47 	 65
47 	 66
47 	 67
47 	 68
48 	 44
48 	 45
48 	 46
48 	 47
48 	 48
48 	 49
48 	 63
48 	 64
48 	 65
