14 	 14
14 	 15
14 	 16
14 	 17
14 	 18
14 	 19
14 	 20
14 	 21
14 	 22
14 	 23
14 	 24
14 	 25
14 	 50
14 	 51
14 	 53
14 	 54
14 	 55
14 	 56
15 	 12
15 	 13
15 	 14
15 	 18
15 	 19
15 	 20
15 	 21
15 	 22
15 	 23
15 	 24
15 	 25
15 	 26
15 	 27
15 	 28
15 	 29
15 	 30
15 	 39
15 	 40
15 	 41
15 	 42
15 	 43
15 	 44
15 	 45
15 	 46
15 	 47
15 	 48
15 	 49
15 	 50
15 	 51
15 	 52
15 	 53
16 	 8
16 	 9
16 	 10
16 	 26
16 	 27
16 	 28
16 	 29
16 	 30
16 	 31
16 	 33
16 	 34
16 	 35
16 	 36
16 	 37
16 	 38
16 	 39
16 	 40
16 	 41
16 	 42
16 	 43
16 	 44
16 	 45
16 	 46
16 	 47
16 	 48
16 	 49
17 	 30
17 	 31
17 	 32
17 	 33
17 	 34
17 	 35
17 	 36
17 	 37
17 	 38
17 	 39
18 	 32
18 	 33
18 	 34
18 	 35
18 	 36
18 	 37
38 	 37
38 	 38
38 	 39
38 	 40
38 	 41
38 	 43
39 	 1
39 	 34
39 	 35
39 	 36
39 	 37
39 	 38
39 	 39
39 	 40
39 	 42
39 	 43
40 	 1
40 	 2
40 	 3
40 	 4
40 	 5
40 	 31
40 	 32
40 	 33
40 	 34
40 	 35
40 	 36
40 	 42
40 	 43
41 	 4
41 	 5
41 	 6
41 	 7
41 	 8
41 	 9
41 	 28
41 	 29
41 	 30
41 	 31
41 	 32
41 	 33
41 	 34
41 	 42
41 	 43
41 	 44
42 	 7
42 	 8
42 	 9
42 	 10
42 	 11
42 	 12
42 	 13
42 	 25
42 	 26
42 	 27
42 	 28
42 	 29
42 	 30
42 	 31
42 	 43
42 	 44
42 	 48
42 	 49
42 	 50
42 	 52
43 	 10
43 	 11
43 	 12
43 	 13
43 	 14
43 	 15
43 	 16
43 	 17
43 	 18
43 	 19
43 	 20
43 	 21
43 	 22
43 	 23
43 	 24
43 	 25
43 	 26
43 	 27
43 	 28
43 	 43
43 	 44
43 	 47
43 	 48
43 	 49
43 	 52
43 	 54
44 	 14
44 	 15
44 	 16
44 	 17
44 	 18
44 	 19
44 	 20
44 	 21
44 	 22
44 	 23
44 	 24
44 	 25
44 	 43
44 	 44
44 	 45
44 	 46
44 	 47
44 	 48
44 	 49
44 	 50
44 	 52
44 	 54
44 	 55
44 	 56
45 	 44
45 	 45
45 	 46
45 	 47
45 	 48
45 	 49
45 	 50
45 	 51
45 	 52
45 	 53
45 	 55
45 	 56
46 	 45
46 	 46
46 	 51
46 	 52
46 	 56
47 	 55
47 	 56
47 	 57
47 	 58
48 	 56
48 	 57
48 	 58
48 	 59
48 	 60
49 	 57
49 	 58
49 	 59
49 	 60
49 	 61
49 	 68
50 	 60
50 	 61
50 	 62
50 	 63
50 	 64
50 	 65
50 	 66
50 	 67
51 	 64
51 	 65
51 	 66
